kp_id,name,subject,stage,grade,tier,score,issue_count,issues,cp_count,deep_count,deep_types,md_chars,exercise_count,error_count,has_real_world,path
eng-e-listening-speaking,听说训练综合,english,elementary,3-6,A,100,0,,4,1,local_textbook_markdown:1,1231,3,2,True,data/kp/english/eng-e-listening-speaking.json
eng-e-nouns-articles,名词与冠词 a/an/the,english,elementary,3,A,100,0,,2,1,local_textbook_markdown:1,1368,3,2,True,data/kp/english/eng-e-nouns-articles.json
eng-e-numbers-colors,数字与颜色,english,elementary,3,A,100,0,,3,1,local_textbook_markdown:1,1039,3,2,True,data/kp/english/eng-e-numbers-colors.json
eng-e-passage-questions,语篇理解答题,english,elementary,5,A,100,0,,3,1,local_textbook_markdown:1,1000,3,2,True,data/kp/english/eng-e-passage-questions.json
eng-e-past-simple,一般过去时,english,elementary,5,A,100,0,,2,1,local_textbook_markdown:1,1067,3,2,True,data/kp/english/eng-e-past-simple.json
eng-e-phonics-blends,辅元混合拼读,english,elementary,4,A,100,0,,3,1,local_textbook_markdown:1,1140,3,2,True,data/kp/english/eng-e-phonics-blends.json
eng-e-phonics-consonants,辅音字母组合拼读,english,elementary,3,A,100,0,,4,1,local_textbook_markdown:1,1271,3,2,True,data/kp/english/eng-e-phonics-consonants.json
eng-e-phonics-rules,自然拼读基本规律,english,elementary,4,A,100,0,,4,1,local_textbook_markdown:1,1132,3,2,True,data/kp/english/eng-e-phonics-rules.json
eng-e-phonics-vowels,元音字母组合拼读,english,elementary,4,A,100,0,,3,1,local_textbook_markdown:1,1141,3,2,True,data/kp/english/eng-e-phonics-vowels.json
eng-e-prepositions,方位介词,english,elementary,4,A,100,0,,2,1,local_textbook_markdown:1,1036,3,2,True,data/kp/english/eng-e-prepositions.json
eng-e-present-continuous,现在进行时,english,elementary,5,A,100,0,,2,1,local_textbook_markdown:1,1064,3,2,True,data/kp/english/eng-e-present-continuous.json
eng-e-present-simple,一般现在时,english,elementary,4,A,100,0,,2,1,local_textbook_markdown:1,1071,3,2,True,data/kp/english/eng-e-present-simple.json
eng-e-pronouns-be-verbs,人称代词与 be 动词,english,elementary,3,A,100,0,,2,1,local_textbook_markdown:1,1104,3,2,True,data/kp/english/eng-e-pronouns-be-verbs.json
eng-e-reading-skills-primary,小学阅读技能,english,elementary,5,A,100,0,,4,1,local_textbook_markdown:1,1041,3,2,True,data/kp/english/eng-e-reading-skills-primary.json
eng-e-short-passage,简单语篇阅读,english,elementary,4,A,100,0,,3,1,local_textbook_markdown:1,954,3,2,True,data/kp/english/eng-e-short-passage.json
eng-e-simple-sentences,简单句结构,english,elementary,3,A,100,0,,2,1,local_textbook_markdown:1,1070,3,2,True,data/kp/english/eng-e-simple-sentences.json
eng-e-simple-writing,看图写话与简单作文,english,elementary,6,A,100,0,,2,1,local_textbook_markdown:1,985,3,2,True,data/kp/english/eng-e-simple-writing.json
eng-e-story-retelling,故事复述,english,elementary,6,A,100,0,,4,1,local_textbook_markdown:1,1055,3,2,True,data/kp/english/eng-e-story-retelling.json
eng-e-tenses-primary,小学阶段时态综合,english,elementary,6,A,100,0,,2,1,local_textbook_markdown:1,1078,3,2,True,data/kp/english/eng-e-tenses-primary.json
eng-e-there-be,There be 句型,english,elementary,4,A,100,0,,3,1,local_textbook_markdown:1,1140,3,2,True,data/kp/english/eng-e-there-be.json
eng-e-topic-conversation,话题式对话,english,elementary,5,A,100,0,,3,1,local_textbook_markdown:1,1086,3,2,True,data/kp/english/eng-e-topic-conversation.json
eng-e-vocab-600-words,小学 600 词累积,english,elementary,6,A,100,0,,2,1,local_textbook_markdown:1,1152,3,2,True,data/kp/english/eng-e-vocab-600-words.json
eng-e-vocab-daily-life,日常生活词汇,english,elementary,4,A,100,0,,3,1,local_textbook_markdown:1,1189,3,2,True,data/kp/english/eng-e-vocab-daily-life.json
eng-e-vocab-family-school,家庭与校园词汇,english,elementary,3,A,100,0,,3,1,local_textbook_markdown:1,1202,3,2,True,data/kp/english/eng-e-vocab-family-school.json
eng-e-vocab-nature-society,自然与社会词汇,english,elementary,5,A,100,0,,3,1,local_textbook_markdown:1,1199,3,2,True,data/kp/english/eng-e-vocab-nature-society.json
eng-e-vowel-sounds,元音音素,english,elementary,3,A,100,0,,3,1,local_textbook_markdown:1,1191,3,2,True,data/kp/english/eng-e-vowel-sounds.json
eng-e-word-reading,单词见字读音,english,elementary,5,A,100,0,,4,1,local_textbook_markdown:1,1198,3,2,True,data/kp/english/eng-e-word-reading.json
eng-e-writing-skills-primary,小学写作技能,english,elementary,6,A,100,0,,3,1,local_textbook_markdown:1,999,3,2,True,data/kp/english/eng-e-writing-skills-primary.json
eng-h-advanced-grammar,语法综合进阶,english,high,10,A,100,0,,3,1,local_textbook_markdown:1,1045,3,2,True,data/kp/english/eng-h-advanced-grammar.json
eng-h-adverbial-clauses-h,状语从句,english,high,10,A,100,0,,2,1,local_textbook_markdown:1,1023,3,2,True,data/kp/english/eng-h-adverbial-clauses-h.json
eng-h-application-letter,应用文写作（书信/邮件）,english,high,10,A,100,0,,2,1,local_textbook_markdown:1,1109,3,2,True,data/kp/english/eng-h-application-letter.json
eng-h-attributive-clauses-h,定语从句,english,high,10,A,100,0,,2,1,local_textbook_markdown:1,999,3,2,True,data/kp/english/eng-h-attributive-clauses-h.json
eng-h-cloze-comprehensive,完形填空综合,english,high,11,A,100,0,,3,1,local_textbook_markdown:1,1354,3,2,True,data/kp/english/eng-h-cloze-comprehensive.json
eng-h-cloze-narrative,完形填空（记叙型）,english,high,10,A,100,0,,3,1,local_textbook_markdown:1,1173,3,2,True,data/kp/english/eng-h-cloze-narrative.json
eng-h-context-vocab,语境词义推断,english,high,12,A,100,0,,3,1,local_textbook_markdown:1,1067,3,2,True,data/kp/english/eng-h-context-vocab.json
eng-h-continuation-writing,读后续写,english,high,11,A,100,0,,3,1,local_textbook_markdown:1,1201,3,2,True,data/kp/english/eng-h-continuation-writing.json
eng-h-essay-writing,议论文/记叙文写作,english,high,10,A,100,0,,3,1,local_textbook_markdown:1,1046,3,2,True,data/kp/english/eng-h-essay-writing.json
eng-h-listening-long-h,长对话与独白听力,english,high,11,A,100,0,,2,1,local_textbook_markdown:1,1086,3,2,True,data/kp/english/eng-h-listening-long-h.json
eng-h-listening-short-h,短对话听力,english,high,10,A,100,0,,3,1,local_textbook_markdown:1,1210,3,2,True,data/kp/english/eng-h-listening-short-h.json
eng-h-non-finite-h,非谓语动词,english,high,11,A,100,0,,3,1,local_textbook_markdown:1,1103,3,2,True,data/kp/english/eng-h-non-finite-h.json
eng-h-noun-clauses,名词性从句,english,high,10,A,100,0,,2,1,local_textbook_markdown:1,1040,3,2,True,data/kp/english/eng-h-noun-clauses.json
eng-h-reading-7-choose-5,七选五语篇填空,english,high,11,A,100,0,,3,1,local_textbook_markdown:1,1321,3,2,True,data/kp/english/eng-h-reading-7-choose-5.json
eng-h-reading-comprehension-advanced,高阶阅读综合,english,high,12,A,100,0,,3,1,local_textbook_markdown:1,1111,3,2,True,data/kp/english/eng-h-reading-comprehension-advanced.json
eng-h-reading-detail-h,阅读细节题,english,high,10,A,100,0,,3,1,local_textbook_markdown:1,1261,3,2,True,data/kp/english/eng-h-reading-detail-h.json
eng-h-reading-inference-h,阅读推理题,english,high,10,A,100,0,,3,1,local_textbook_markdown:1,1260,3,2,True,data/kp/english/eng-h-reading-inference-h.json
eng-h-reading-purpose,阅读主旨与目的题,english,high,11,A,100,0,,3,1,local_textbook_markdown:1,1159,3,2,True,data/kp/english/eng-h-reading-purpose.json
eng-h-special-sentences,特殊句式（倒装/强调/省略）,english,high,12,A,100,0,,2,1,local_textbook_markdown:1,1079,3,2,True,data/kp/english/eng-h-special-sentences.json
eng-h-subjunctive-mood,虚拟语气,english,high,11,A,100,0,,2,1,local_textbook_markdown:1,999,3,2,True,data/kp/english/eng-h-subjunctive-mood.json
eng-h-summary-writing,概要写作,english,high,12,A,100,0,,3,1,local_textbook_markdown:1,1271,3,2,True,data/kp/english/eng-h-summary-writing.json
eng-h-tense-system,时态与语态系统,english,high,10,A,100,0,,3,1,local_textbook_markdown:1,1050,3,2,True,data/kp/english/eng-h-tense-system.json
eng-h-vocab-3500,高中 3500 词汇,english,high,11,A,100,0,,3,1,local_textbook_markdown:1,1052,3,2,True,data/kp/english/eng-h-vocab-3500.json
eng-h-word-formation-h,构词法（派生/合成/转化）,english,high,10,A,100,0,,2,1,local_textbook_markdown:1,1060,3,2,True,data/kp/english/eng-h-word-formation-h.json
eng-m-adverbial-clause,状语从句,english,middle,9,A,100,0,,3,1,local_textbook_markdown:1,1058,3,2,True,data/kp/english/eng-m-adverbial-clause.json
eng-m-attributive-clause,定语从句,english,middle,9,A,100,0,,3,1,local_textbook_markdown:1,1194,3,2,True,data/kp/english/eng-m-attributive-clause.json
eng-m-basic-writing,基础写作（短文/书信/邮件）,english,middle,9,A,100,0,,3,1,local_textbook_markdown:1,1171,3,2,True,data/kp/english/eng-m-basic-writing.json
eng-m-cloze-test,完形填空,english,middle,8,A,100,0,,3,1,local_textbook_markdown:1,1015,3,2,True,data/kp/english/eng-m-cloze-test.json
eng-m-curriculum-vocabulary,课标核心词汇（1600词）,english,middle,7,A,100,0,,3,1,local_textbook_markdown:1,1208,3,2,True,data/kp/english/eng-m-curriculum-vocabulary.json
eng-m-ipa-transcription,国际音标（IPA）,english,middle,7,A,100,0,,2,1,local_textbook_markdown:1,1133,3,2,True,data/kp/english/eng-m-ipa-transcription.json
eng-m-listening-basic,基础听力（对话/短文）,english,middle,7,A,100,0,,3,1,local_textbook_markdown:1,1200,3,2,True,data/kp/english/eng-m-listening-basic.json
eng-m-listening-long,长对话与语段听力,english,middle,8,A,100,0,,3,1,local_textbook_markdown:1,990,3,2,True,data/kp/english/eng-m-listening-long.json
eng-m-modal-verbs,情态动词（can/may/must/should）,english,middle,8,A,100,0,,3,1,local_textbook_markdown:1,1362,3,2,True,data/kp/english/eng-m-modal-verbs.json
eng-m-nouns-articles,名词、代词与冠词,english,middle,7,A,100,0,,3,1,local_textbook_markdown:1,1226,3,2,True,data/kp/english/eng-m-nouns-articles.json
eng-m-object-clause,宾语从句,english,middle,8,A,100,0,,3,1,local_textbook_markdown:1,1194,3,2,True,data/kp/english/eng-m-object-clause.json
eng-m-oral-topic,话题口语表达,english,middle,9,A,100,0,,3,1,local_textbook_markdown:1,1043,3,2,True,data/kp/english/eng-m-oral-topic.json
eng-m-passive-voice,被动语态,english,middle,8,A,100,0,,3,1,local_textbook_markdown:1,1194,3,2,True,data/kp/english/eng-m-passive-voice.json
eng-m-phrasal-verbs,动词短语,english,middle,9,A,100,0,,2,1,local_textbook_markdown:1,1141,3,2,True,data/kp/english/eng-m-phrasal-verbs.json
eng-m-reading-strategies,阅读策略（略读/扫读/精读）,english,middle,7,A,100,0,,3,1,local_textbook_markdown:1,1064,3,2,True,data/kp/english/eng-m-reading-strategies.json
eng-m-sentence-patterns,基本句型与复合句,english,middle,8,A,100,0,,3,1,local_textbook_markdown:1,1181,3,2,True,data/kp/english/eng-m-sentence-patterns.json
eng-m-tenses-future,一般将来时与过去将来时,english,middle,8,A,100,0,,3,1,local_textbook_markdown:1,1250,3,2,True,data/kp/english/eng-m-tenses-future.json
eng-m-tenses-past,一般过去时与过去进行时,english,middle,7,A,100,0,,3,1,local_textbook_markdown:1,1118,3,2,True,data/kp/english/eng-m-tenses-past.json
eng-m-tenses-perfect,现在完成时与过去完成时,english,middle,8,A,100,0,,3,1,local_textbook_markdown:1,1250,3,2,True,data/kp/english/eng-m-tenses-perfect.json
eng-m-tenses-present,一般现在时与现在进行时,english,middle,7,A,100,0,,3,1,local_textbook_markdown:1,1250,3,2,True,data/kp/english/eng-m-tenses-present.json
eng-m-text-types,语篇类型识别（记叙/说明/议论）,english,middle,8,A,100,0,,3,1,local_textbook_markdown:1,1172,3,2,True,data/kp/english/eng-m-text-types.json
eng-m-theme-vocabulary,主题词汇（校园/家庭/社会/自然）,english,middle,8,A,100,0,,3,1,local_textbook_markdown:1,1267,3,2,True,data/kp/english/eng-m-theme-vocabulary.json
eng-m-word-formation-en,构词法（前缀/后缀/合成）,english,middle,8,A,100,0,,3,1,local_textbook_markdown:1,1145,3,2,True,data/kp/english/eng-m-word-formation-en.json
geo-h-agriculture,农业,geography,high,11,A,100,0,,3,1,curriculum_md_structured:1,916,3,2,True,data/kp/geography/geo-h-agriculture.json
geo-h-agriculture-location,农业区位因素,geography,high,11,A,100,0,,3,1,curriculum_md_structured:1,950,3,2,True,data/kp/geography/geo-h-agriculture-location.json
geo-h-agriculture-types,主要农业地域类型,geography,high,11,A,100,0,,2,1,curriculum_md_structured:1,904,3,2,True,data/kp/geography/geo-h-agriculture-types.json
geo-h-atmosphere,大气圈综合,geography,high,10,A,100,0,,3,1,curriculum_md_structured:1,972,3,2,True,data/kp/geography/geo-h-atmosphere.json
geo-h-atmospheric-circulation,大气环流（三圈环流）,geography,high,10,A,100,0,,3,1,curriculum_md_structured:1,1077,3,2,True,data/kp/geography/geo-h-atmospheric-circulation.json
geo-h-atmospheric-heating,大气的受热过程,geography,high,10,A,100,0,,3,1,curriculum_md_structured:1,950,3,2,True,data/kp/geography/geo-h-atmospheric-heating.json
geo-h-climate-change,全球气候变化,geography,high,10,A,100,0,,2,1,curriculum_md_structured:1,930,3,2,True,data/kp/geography/geo-h-climate-change.json
geo-h-climate-types,气候类型与分布,geography,high,10,A,100,0,,3,1,curriculum_md_structured:1,1048,3,2,True,data/kp/geography/geo-h-climate-types.json
geo-h-crustal-movement,地壳运动,geography,high,10,A,100,0,,3,1,curriculum_md_structured:1,940,3,2,True,data/kp/geography/geo-h-crustal-movement.json
geo-h-earth-in-universe,地球的宇宙环境,geography,high,10,A,100,0,,2,1,curriculum_md_structured:1,884,3,2,True,data/kp/geography/geo-h-earth-in-universe.json
geo-h-earth-motion,地球运动综合,geography,high,10,A,100,0,,2,1,curriculum_md_structured:1,865,3,2,True,data/kp/geography/geo-h-earth-motion.json
geo-h-earth-revolution,地球的公转（黄赤交角/正午太阳高度）,geography,high,10,A,100,0,,2,1,curriculum_md_structured:1,961,3,2,True,data/kp/geography/geo-h-earth-revolution.json
geo-h-earth-rotation,地球的自转（地方时/地转偏向力）,geography,high,10,A,100,0,,2,1,curriculum_md_structured:1,945,3,2,True,data/kp/geography/geo-h-earth-rotation.json
geo-h-earth-structure,地球的内部圈层与结构,geography,high,10,A,100,0,,2,1,curriculum_md_structured:1,864,3,2,True,data/kp/geography/geo-h-earth-structure.json
geo-h-environmental-issues,环境问题,geography,high,11,A,100,0,,4,1,curriculum_md_structured:1,972,3,2,True,data/kp/geography/geo-h-environmental-issues.json
geo-h-global-circulation,全球性大气环流,geography,high,10,A,100,0,,2,1,curriculum_md_structured:1,1016,3,2,True,data/kp/geography/geo-h-global-circulation.json
geo-h-hydrosphere,水圈综合,geography,high,10,A,100,0,,2,1,curriculum_md_structured:1,856,3,2,True,data/kp/geography/geo-h-hydrosphere.json
geo-h-industry-cluster,工业地域与工业集聚,geography,high,11,A,100,0,,3,1,curriculum_md_structured:1,961,3,2,True,data/kp/geography/geo-h-industry-cluster.json
geo-h-industry-location,工业区位,geography,high,11,A,100,0,,3,1,curriculum_md_structured:1,921,3,2,True,data/kp/geography/geo-h-industry-location.json
geo-h-industry-services,工业与服务业,geography,high,11,A,100,0,,3,1,curriculum_md_structured:1,937,3,2,True,data/kp/geography/geo-h-industry-services.json
geo-h-landforms,主要地貌类型,geography,high,10,A,100,0,,3,1,curriculum_md_structured:1,973,3,2,True,data/kp/geography/geo-h-landforms.json
geo-h-monsoon-system,季风系统,geography,high,10,A,100,0,,3,1,curriculum_md_structured:1,1029,3,2,True,data/kp/geography/geo-h-monsoon-system.json
geo-h-natural-disaster,自然灾害,geography,high,10,A,100,0,,3,1,curriculum_md_structured:1,914,3,2,True,data/kp/geography/geo-h-natural-disaster.json
geo-h-natural-integrity,自然地理环境整体性,geography,high,10,A,100,0,,3,1,curriculum_md_structured:1,964,3,2,True,data/kp/geography/geo-h-natural-integrity.json
geo-h-natural-zones,自然地理环境差异性（自然带）,geography,high,10,A,100,0,,3,1,curriculum_md_structured:1,1039,3,2,True,data/kp/geography/geo-h-natural-zones.json
geo-h-ocean-current,洋流,geography,high,10,A,100,0,,3,1,curriculum_md_structured:1,973,3,2,True,data/kp/geography/geo-h-ocean-current.json
geo-h-plate-tectonics,板块构造理论,geography,high,10,A,100,0,,3,1,curriculum_md_structured:1,910,3,2,True,data/kp/geography/geo-h-plate-tectonics.json
geo-h-population-growth,人口增长与分布,geography,high,11,A,100,0,,3,1,curriculum_md_structured:1,1064,3,2,True,data/kp/geography/geo-h-population-growth.json
geo-h-population-migration,人口迁移,geography,high,11,A,100,0,,3,1,curriculum_md_structured:1,1040,3,2,True,data/kp/geography/geo-h-population-migration.json
geo-h-population-urbanization,人口与城市化综合,geography,high,11,A,100,0,,3,1,curriculum_md_structured:1,962,3,2,True,data/kp/geography/geo-h-population-urbanization.json
geo-h-resource-energy,自然资源与能源,geography,high,11,A,100,0,,4,1,curriculum_md_structured:1,990,3,2,True,data/kp/geography/geo-h-resource-energy.json
geo-h-river-features,河流特征与开发利用,geography,high,10,A,100,0,,3,1,curriculum_md_structured:1,924,3,2,True,data/kp/geography/geo-h-river-features.json
geo-h-service-location,服务业区位,geography,high,11,A,100,0,,3,1,curriculum_md_structured:1,940,3,2,True,data/kp/geography/geo-h-service-location.json
geo-h-sustainable-development,可持续发展理念与实践,geography,high,11,A,100,0,,4,1,curriculum_md_structured:1,1063,3,2,True,data/kp/geography/geo-h-sustainable-development.json
geo-h-transportation,交通运输布局,geography,high,11,A,100,0,,2,1,curriculum_md_structured:1,858,3,2,True,data/kp/geography/geo-h-transportation.json
geo-h-transportation-communication,交通与区域发展,geography,high,11,A,100,0,,3,1,curriculum_md_structured:1,913,3,2,True,data/kp/geography/geo-h-transportation-communication.json
geo-h-urban-problems,城市化问题与城市规划,geography,high,11,A,100,0,,4,1,curriculum_md_structured:1,1012,3,2,True,data/kp/geography/geo-h-urban-problems.json
geo-h-urban-structure,城市空间结构,geography,high,11,A,100,0,,3,1,curriculum_md_structured:1,985,3,2,True,data/kp/geography/geo-h-urban-structure.json
geo-h-urbanization,城市化,geography,high,11,A,100,0,,3,1,curriculum_md_structured:1,909,3,2,True,data/kp/geography/geo-h-urbanization.json
geo-h-vegetation-soil,植被与土壤,geography,high,10,A,100,0,,4,1,curriculum_md_structured:1,996,3,2,True,data/kp/geography/geo-h-vegetation-soil.json
geo-h-water-cycle,水循环,geography,high,10,A,100,0,,3,1,curriculum_md_structured:1,874,3,2,True,data/kp/geography/geo-h-water-cycle.json
geo-h-weather-system,常见天气系统,geography,high,10,A,100,0,,3,1,curriculum_md_structured:1,1037,3,2,True,data/kp/geography/geo-h-weather-system.json
geo-m-china-agriculture,中国农业,geography,middle,8,A,100,0,,2,1,curriculum_md_structured:1,951,3,2,True,data/kp/geography/geo-m-china-agriculture.json
geo-m-china-climate,中国气候,geography,middle,8,A,100,0,,2,1,curriculum_md_structured:1,960,3,2,True,data/kp/geography/geo-m-china-climate.json
geo-m-china-industry,中国工业,geography,middle,8,A,100,0,,2,1,curriculum_md_structured:1,986,3,2,True,data/kp/geography/geo-m-china-industry.json
geo-m-china-location,中国的地理位置与疆域,geography,middle,8,A,100,0,,2,1,curriculum_md_structured:1,1079,3,2,True,data/kp/geography/geo-m-china-location.json
geo-m-china-overview,中国地理总论,geography,middle,8,A,100,0,,3,1,curriculum_md_structured:1,1112,3,2,True,data/kp/geography/geo-m-china-overview.json
geo-m-china-population,中国人口与民族,geography,middle,8,A,100,0,,2,1,curriculum_md_structured:1,877,3,2,True,data/kp/geography/geo-m-china-population.json
geo-m-china-regions,中国四大地理区域,geography,middle,8,A,100,0,,3,1,curriculum_md_structured:1,998,3,2,True,data/kp/geography/geo-m-china-regions.json
geo-m-china-resources,中国自然资源,geography,middle,8,A,100,0,,2,1,curriculum_md_structured:1,1001,3,2,True,data/kp/geography/geo-m-china-resources.json
geo-m-china-rivers,中国河流湖泊,geography,middle,8,A,100,0,,2,1,curriculum_md_structured:1,966,3,2,True,data/kp/geography/geo-m-china-rivers.json
geo-m-china-terrain,中国地形与地势,geography,middle,8,A,100,0,,2,1,curriculum_md_structured:1,958,3,2,True,data/kp/geography/geo-m-china-terrain.json
geo-m-china-transportation,中国交通运输,geography,middle,8,A,100,0,,2,1,curriculum_md_structured:1,968,3,2,True,data/kp/geography/geo-m-china-transportation.json
geo-m-climate-basics,气候基础（天气/气温/降水）,geography,middle,7,A,100,0,,3,1,curriculum_md_structured:1,982,3,2,True,data/kp/geography/geo-m-climate-basics.json
geo-m-climate-m,世界气候类型与分布,geography,middle,7,A,100,0,,3,1,curriculum_md_structured:1,1057,3,2,True,data/kp/geography/geo-m-climate-m.json
geo-m-continents-oceans,大洲大洋与海陆变迁,geography,middle,7,A,100,0,,3,1,curriculum_md_structured:1,980,3,2,True,data/kp/geography/geo-m-continents-oceans.json
geo-m-earth-basics,地球基础知识,geography,middle,7,A,100,0,,3,1,curriculum_md_structured:1,1082,3,2,True,data/kp/geography/geo-m-earth-basics.json
geo-m-earth-motion-m,地球的自转与公转,geography,middle,7,A,100,0,,4,1,curriculum_md_structured:1,982,3,2,True,data/kp/geography/geo-m-earth-motion-m.json
geo-m-earth-shape-size,地球的形状与大小,geography,middle,7,A,100,0,,2,1,curriculum_md_structured:1,1015,3,2,True,data/kp/geography/geo-m-earth-shape-size.json
geo-m-four-regions,北方、南方、西北、青藏地区,geography,middle,8,A,100,0,,2,1,curriculum_md_structured:1,976,3,2,True,data/kp/geography/geo-m-four-regions.json
geo-m-globe-coordinates,经纬网与地球坐标,geography,middle,7,A,100,0,,3,1,curriculum_md_structured:1,936,3,2,True,data/kp/geography/geo-m-globe-coordinates.json
geo-m-map-reading,地图的阅读（比例尺/方向/图例）,geography,middle,7,A,100,0,,2,1,curriculum_md_structured:1,932,3,2,True,data/kp/geography/geo-m-map-reading.json
geo-m-north-south,北方与南方地区对比,geography,middle,8,A,100,0,,2,1,curriculum_md_structured:1,1032,3,2,True,data/kp/geography/geo-m-north-south.json
geo-m-northwest-qinghai,西北与青藏地区,geography,middle,8,A,100,0,,2,1,curriculum_md_structured:1,1016,3,2,True,data/kp/geography/geo-m-northwest-qinghai.json
geo-m-pearl-river-delta,珠江三角洲,geography,middle,8,A,100,0,,2,1,curriculum_md_structured:1,1000,3,2,True,data/kp/geography/geo-m-pearl-river-delta.json
geo-m-population-distribution,世界人口与人种,geography,middle,7,A,100,0,,3,1,curriculum_md_structured:1,981,3,2,True,data/kp/geography/geo-m-population-distribution.json
geo-m-seasons-m,四季更替与昼夜长短,geography,middle,7,A,100,0,,3,1,curriculum_md_structured:1,951,3,2,True,data/kp/geography/geo-m-seasons-m.json
geo-m-terrain-types,世界地形类型,geography,middle,7,A,100,0,,2,1,curriculum_md_structured:1,980,3,2,True,data/kp/geography/geo-m-terrain-types.json
geo-m-topographic-map,等高线与地形图,geography,middle,7,A,100,0,,2,1,curriculum_md_structured:1,1006,3,2,True,data/kp/geography/geo-m-topographic-map.json
geo-m-world-countries,世界主要国家（日/俄/美/澳/巴西等）,geography,middle,7,A,100,0,,4,1,curriculum_md_structured:1,1215,3,2,True,data/kp/geography/geo-m-world-countries.json
geo-m-world-regions,世界地理分区,geography,middle,7,A,100,0,,3,1,curriculum_md_structured:1,1004,3,2,True,data/kp/geography/geo-m-world-regions.json
geo-m-yangtze-delta,长江三角洲,geography,middle,8,A,100,0,,2,1,curriculum_md_structured:1,946,3,2,True,data/kp/geography/geo-m-yangtze-delta.json
hist-h-age-of-exploration,新航路开辟与殖民扩张,history,high,11,A,100,0,,2,4,local_textbook_markdown:4,1164,3,2,True,data/kp/history/hist-h-age-of-exploration.json
hist-h-ancient-civ,中华文明起源（史前·新石器）,history,high,10,A,100,0,,2,4,local_textbook_markdown:4,1073,3,2,True,data/kp/history/hist-h-ancient-civ.json
hist-h-ancient-civ-h,古代亚非欧文明,history,high,11,A,100,0,,3,4,local_textbook_markdown:4,1270,3,2,True,data/kp/history/hist-h-ancient-civ-h.json
hist-h-ancient-culture,中国古代思想文化,history,high,10,A,100,0,,3,4,local_textbook_markdown:4,1067,3,2,True,data/kp/history/hist-h-ancient-culture.json
hist-h-ancient-economy,古代经济（农业/手工业/商业）,history,high,10,A,100,0,,2,4,local_textbook_markdown:4,1031,3,2,True,data/kp/history/hist-h-ancient-economy.json
hist-h-ancient-thought,古代思想文化（儒/道/法/佛）,history,high,10,A,100,0,,2,4,local_textbook_markdown:4,1191,3,2,True,data/kp/history/hist-h-ancient-thought.json
hist-h-bourgeois-revolution,资产阶级革命与资本主义制度确立,history,high,11,A,100,0,,3,4,local_textbook_markdown:4,1093,3,2,True,data/kp/history/hist-h-bourgeois-revolution.json
hist-h-classical-civ,古典文明（希腊/罗马）,history,high,11,A,100,0,,3,4,local_textbook_markdown:4,924,3,2,True,data/kp/history/hist-h-classical-civ.json
hist-h-cold-war-h,冷战格局,history,high,12,A,100,0,,3,4,local_textbook_markdown:4,1023,3,2,True,data/kp/history/hist-h-cold-war-h.json
hist-h-colonialism-liberation,世界殖民体系与亚非拉民族独立运动,history,high,11,A,100,0,,3,4,local_textbook_markdown:4,1094,3,2,True,data/kp/history/hist-h-colonialism-liberation.json
hist-h-cultural-thought-history,文化史与思想史,history,high,12,A,100,0,,3,4,local_textbook_markdown:4,1200,3,2,True,data/kp/history/hist-h-cultural-thought-history.json
hist-h-early-state,中华文明的起源与早期国家,history,high,10,A,100,0,,2,4,local_textbook_markdown:4,1035,3,2,True,data/kp/history/hist-h-early-state.json
hist-h-economic-history,经济史与社会生活,history,high,11,A,100,0,,3,4,local_textbook_markdown:4,1166,3,2,True,data/kp/history/hist-h-economic-history.json
hist-h-enlightenment,文艺复兴、宗教改革与启蒙运动,history,high,11,A,100,0,,2,4,local_textbook_markdown:4,1221,3,2,True,data/kp/history/hist-h-enlightenment.json
hist-h-feudal-system,秦汉统一与中央集权制度,history,high,10,A,100,0,,2,4,local_textbook_markdown:4,1054,3,2,True,data/kp/history/hist-h-feudal-system.json
hist-h-globalization-h,全球化与多极化,history,high,12,A,100,0,,3,4,local_textbook_markdown:4,1034,3,2,True,data/kp/history/hist-h-globalization-h.json
hist-h-ideological-liberation,思想解放潮流,history,high,12,A,100,0,,3,4,local_textbook_markdown:4,948,3,2,True,data/kp/history/hist-h-ideological-liberation.json
hist-h-imperial-system,隋唐至明清政治制度演变,history,high,10,A,100,0,,2,4,local_textbook_markdown:4,1064,3,2,True,data/kp/history/hist-h-imperial-system.json
hist-h-industrial-rev-h,工业革命,history,high,11,A,100,0,,2,4,local_textbook_markdown:4,1035,3,2,True,data/kp/history/hist-h-industrial-rev-h.json
hist-h-marxism-russian,马克思主义与俄国革命,history,high,11,A,100,0,,2,4,local_textbook_markdown:4,1123,3,2,True,data/kp/history/hist-h-marxism-russian.json
hist-h-medieval-h,中古时期（欧洲/亚洲/非洲美洲）,history,high,11,A,100,0,,3,4,local_textbook_markdown:4,1088,3,2,True,data/kp/history/hist-h-medieval-h.json
hist-h-new-democracy,新民主主义革命,history,high,10,A,100,0,,2,4,local_textbook_markdown:4,1171,3,2,True,data/kp/history/hist-h-new-democracy.json
hist-h-opium-war-h,鸦片战争与近代中国,history,high,10,A,100,0,,2,4,local_textbook_markdown:4,1101,3,2,True,data/kp/history/hist-h-opium-war-h.json
hist-h-political-system-evolution,中外政治制度演变,history,high,11,A,100,0,,3,4,local_textbook_markdown:4,1172,3,2,True,data/kp/history/hist-h-political-system-evolution.json
