kp_id,name,subject,subject_zh,stage,grade,curriculum,domain,path,curriculum_points_count,excerpts_count,curriculum_md_chars,has_curriculum_md,textbook_chapter,textbook_chars,has_usable_textbook,exercises_count,errors_count,interactive_count,real_world_count,has_teaching_methods,has_extensions,gap_count,gaps,quality_flags
chn-e-char-recognition-1,一年级常用字认读（300字）,chinese,语文,elementary,1,cn,识字与写字,data/kp/chinese/chn-e-char-recognition-1.json,3,3,0,False,,389,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
chn-e-char-recognition-2,二年级常用字认读（600字）,chinese,语文,elementary,2,cn,识字与写字,data/kp/chinese/chn-e-char-recognition-2.json,3,3,0,False,,389,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
chn-e-char-structure,汉字结构（独体/合体/左右/上下）,chinese,语文,elementary,2,cn,识字与写字,data/kp/chinese/chn-e-char-structure.json,2,2,0,False,,389,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
chn-e-char-writing-1,基本笔画与笔顺,chinese,语文,elementary,1,cn,识字与写字,data/kp/chinese/chn-e-char-writing-1.json,2,2,0,False,,389,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
chn-e-character-analysis,人物描写与性格分析,chinese,语文,elementary,4,cn,阅读理解,data/kp/chinese/chn-e-character-analysis.json,2,2,0,False,,389,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
chn-e-classical-chinese-intro,小古文入门（之/乎/者/也）,chinese,语文,elementary,5,cn,古诗文,data/kp/chinese/chn-e-classical-chinese-intro.json,2,2,0,False,,389,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
chn-e-classical-reading,文言文阅读理解,chinese,语文,elementary,6,cn,古诗文,data/kp/chinese/chn-e-classical-reading.json,2,2,0,False,,389,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
chn-e-complex-sentences,关联词与复句（因果/转折/递进/条件）,chinese,语文,elementary,4,cn,句子与标点,data/kp/chinese/chn-e-complex-sentences.json,2,2,0,False,,389,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
chn-e-compound-vowel,复韵母,chinese,语文,elementary,1,cn,拼音,data/kp/chinese/chn-e-compound-vowel.json,2,2,0,False,汉语拼音 第9-11课,389,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
chn-e-context-word-meaning,联系上下文理解词义,chinese,语文,elementary,4,cn,词语积累,data/kp/chinese/chn-e-context-word-meaning.json,2,2,0,False,,389,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
chn-e-conversation-etiquette,礼貌用语与日常对话,chinese,语文,elementary,2,cn,口语交际,data/kp/chinese/chn-e-conversation-etiquette.json,3,3,0,False,,389,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
chn-e-debate-discussion,讨论、辩论与即兴演讲,chinese,语文,elementary,5,cn,口语交际,data/kp/chinese/chn-e-debate-discussion.json,2,2,0,False,,389,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
chn-e-deep-reading,体会含义深刻的句子,chinese,语文,elementary,5,cn,阅读理解,data/kp/chinese/chn-e-deep-reading.json,2,2,0,False,,389,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
chn-e-descriptive-writing,描写技巧,chinese,语文,elementary,4,cn,写作表达,data/kp/chinese/chn-e-descriptive-writing.json,2,2,0,False,习作单元,389,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
chn-e-detail-description,细节描写与五感法,chinese,语文,elementary,4,cn,写作表达,data/kp/chinese/chn-e-detail-description.json,3,3,0,False,,389,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
chn-e-diary-writing,日记与留言条,chinese,语文,elementary,2,cn,写作表达,data/kp/chinese/chn-e-diary-writing.json,2,2,0,False,,389,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
chn-e-dictionary-skills,查字典,chinese,语文,elementary,2,cn,识字与写字,data/kp/chinese/chn-e-dictionary-skills.json,2,2,0,False,语文园地,389,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
chn-e-essay-structure,作文审题、立意与提纲,chinese,语文,elementary,5,cn,写作表达,data/kp/chinese/chn-e-essay-structure.json,3,3,0,False,,389,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
chn-e-figurative-language,比喻、拟人、夸张等修辞,chinese,语文,elementary,4,cn,词语积累,data/kp/chinese/chn-e-figurative-language.json,4,4,0,False,,389,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
chn-e-homophone-polysemy,同音字、多音字与形近字,chinese,语文,elementary,3,cn,识字与写字,data/kp/chinese/chn-e-homophone-polysemy.json,2,2,0,False,,389,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
chn-e-idiom-proverb,成语、谚语与歇后语,chinese,语文,elementary,3,cn,词语积累,data/kp/chinese/chn-e-idiom-proverb.json,2,2,0,False,,389,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
chn-e-initials,声母,chinese,语文,elementary,1,cn,拼音,data/kp/chinese/chn-e-initials.json,2,2,0,False,,389,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
chn-e-listen-speak-basic,听故事与复述,chinese,语文,elementary,1,cn,口语交际,data/kp/chinese/chn-e-listen-speak-basic.json,2,2,0,False,,389,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
chn-e-main-idea-summary,概括段落大意与文章主旨,chinese,语文,elementary,4,cn,阅读理解,data/kp/chinese/chn-e-main-idea-summary.json,2,2,0,False,,389,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
chn-e-narrative-writing,记叙文（写人/记事/写景/状物）,chinese,语文,elementary,3,cn,写作表达,data/kp/chinese/chn-e-narrative-writing.json,3,3,0,False,,389,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
chn-e-nasal-vowel-back,后鼻韵母,chinese,语文,elementary,1,cn,拼音,data/kp/chinese/chn-e-nasal-vowel-back.json,2,2,0,False,汉语拼音 第12-13课,389,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
chn-e-nasal-vowel-front,前鼻韵母,chinese,语文,elementary,1,cn,拼音,data/kp/chinese/chn-e-nasal-vowel-front.json,2,2,0,False,汉语拼音 第12-13课,389,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
chn-e-nasal-vowels,鼻韵母,chinese,语文,elementary,1,cn,拼音,data/kp/chinese/chn-e-nasal-vowels.json,2,2,0,False,,389,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
chn-e-non-fiction-reading,说明文与非连续性文本阅读,chinese,语文,elementary,6,cn,阅读理解,data/kp/chinese/chn-e-non-fiction-reading.json,2,2,0,False,,389,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
chn-e-nursery-rhyme,儿歌、童谣与浅易古诗,chinese,语文,elementary,1,cn,古诗文,data/kp/chinese/chn-e-nursery-rhyme.json,2,2,0,False,,389,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
chn-e-oral-presentation,口头表达与讲述,chinese,语文,elementary,3,cn,口语交际,data/kp/chinese/chn-e-oral-presentation.json,3,3,0,False,,389,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
chn-e-paragraph-analysis,段落分析,chinese,语文,elementary,3,cn,阅读理解,data/kp/chinese/chn-e-paragraph-analysis.json,2,2,0,False,阅读策略单元,389,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
chn-e-paragraph-structure,自然段与意义段划分,chinese,语文,elementary,3,cn,阅读理解,data/kp/chinese/chn-e-paragraph-structure.json,2,2,0,False,,389,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
chn-e-paragraph-writing,段落写作,chinese,语文,elementary,3,cn,写作表达,data/kp/chinese/chn-e-paragraph-writing.json,3,3,0,False,习作单元,389,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
chn-e-parts-of-speech,词性与词类,chinese,语文,elementary,4-6,cn,句子与标点,data/kp/chinese/chn-e-parts-of-speech.json,2,2,0,False,语文基础知识,389,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
chn-e-pathological-sentence,修改病句,chinese,语文,elementary,5,cn,句子与标点,data/kp/chinese/chn-e-pathological-sentence.json,2,2,0,False,,389,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
chn-e-picture-writing,看图写话,chinese,语文,elementary,1,cn,写作表达,data/kp/chinese/chn-e-picture-writing.json,2,2,0,False,,389,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
chn-e-pinyin-reading,拼音阅读（借助拼音识字）,chinese,语文,elementary,1,cn,拼音,data/kp/chinese/chn-e-pinyin-reading.json,2,2,0,False,,389,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
chn-e-poetry-appreciation,古诗词赏析（意境/情感/手法）,chinese,语文,elementary,4,cn,古诗文,data/kp/chinese/chn-e-poetry-appreciation.json,2,2,0,False,,389,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
chn-e-poetry-imagery,古诗词意象与意境,chinese,语文,elementary,4,cn,古诗文,data/kp/chinese/chn-e-poetry-imagery.json,2,2,0,False,古诗词单元,389,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
chn-e-poetry-recitation,古诗词背诵与默写,chinese,语文,elementary,3,cn,古诗文,data/kp/chinese/chn-e-poetry-recitation.json,2,2,0,False,日积月累,389,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
chn-e-poetry-rhythm,古诗词韵律,chinese,语文,elementary,3,cn,古诗文,data/kp/chinese/chn-e-poetry-rhythm.json,2,2,0,False,古诗词单元,389,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
chn-e-punctuation-advanced,引号、冒号、省略号、破折号,chinese,语文,elementary,4,cn,句子与标点,data/kp/chinese/chn-e-punctuation-advanced.json,2,2,0,False,,389,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
chn-e-punctuation-basic,基本标点符号（句号/问号/感叹号）,chinese,语文,elementary,1,cn,句子与标点,data/kp/chinese/chn-e-punctuation-basic.json,2,2,0,False,,389,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
chn-e-radical-knowledge,偏旁部首与查字典,chinese,语文,elementary,2,cn,识字与写字,data/kp/chinese/chn-e-radical-knowledge.json,2,2,0,False,,389,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
chn-e-radical-recognition,偏旁部首,chinese,语文,elementary,1,cn,识字与写字,data/kp/chinese/chn-e-radical-recognition.json,2,2,0,False,识字单元,389,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
chn-e-reading-comprehension-exam,阅读理解答题方法,chinese,语文,elementary,6,cn,阅读理解,data/kp/chinese/chn-e-reading-comprehension-exam.json,3,3,0,False,复习专题,389,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
chn-e-rhetoric-in-writing,运用修辞手法写作,chinese,语文,elementary,4,cn,写作表达,data/kp/chinese/chn-e-rhetoric-in-writing.json,2,2,0,False,,389,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
chn-e-rhetorical-devices,修辞手法,chinese,语文,elementary,3,cn,阅读理解,data/kp/chinese/chn-e-rhetorical-devices.json,2,2,0,False,语文园地,389,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
chn-e-sentence-comprehension,句子理解,chinese,语文,elementary,2,cn,阅读理解,data/kp/chinese/chn-e-sentence-comprehension.json,2,2,0,False,阅读训练,389,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
chn-e-sentence-expansion,扩句与缩句,chinese,语文,elementary,3,cn,句子与标点,data/kp/chinese/chn-e-sentence-expansion.json,3,3,0,False,,389,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
chn-e-sentence-transformation,改写句子（把字句/被字句/转述句）,chinese,语文,elementary,3,cn,句子与标点,data/kp/chinese/chn-e-sentence-transformation.json,2,2,0,False,,389,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
chn-e-sentence-transformations-zh,常见句式与句式变换,chinese,语文,elementary,4-9,cn,句子与标点,data/kp/chinese/chn-e-sentence-transformations-zh.json,3,3,0,False,语文基础专题,389,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
chn-e-sentence-types,陈述句、疑问句、感叹句、祈使句,chinese,语文,elementary,2,cn,句子与标点,data/kp/chinese/chn-e-sentence-types.json,2,2,0,False,,389,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
chn-e-sentence-writing,写话与造句,chinese,语文,elementary,1,cn,写作表达,data/kp/chinese/chn-e-sentence-writing.json,2,2,0,False,写话训练,389,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
chn-e-simple-vowels,单韵母,chinese,语文,elementary,1,cn,拼音,data/kp/chinese/chn-e-simple-vowels.json,2,2,0,False,汉语拼音 第1-4课,389,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
chn-e-stroke-order,笔画与笔顺,chinese,语文,elementary,1,cn,识字与写字,data/kp/chinese/chn-e-stroke-order.json,2,2,0,False,识字单元,389,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
chn-e-summarization,概括与归纳,chinese,语文,elementary,4,cn,阅读理解,data/kp/chinese/chn-e-summarization.json,2,2,0,False,阅读策略单元,389,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
chn-e-syllable-spelling,音节拼读与拼写,chinese,语文,elementary,1,cn,拼音,data/kp/chinese/chn-e-syllable-spelling.json,2,2,0,False,,389,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
chn-e-synonym-antonym,近义词与反义词,chinese,语文,elementary,3,cn,词语积累,data/kp/chinese/chn-e-synonym-antonym.json,3,3,0,False,,389,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
chn-e-tang-poetry,唐诗宋词名篇背诵,chinese,语文,elementary,3,cn,古诗文,data/kp/chinese/chn-e-tang-poetry.json,2,2,0,False,,389,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
chn-e-text-structure,文章结构（总分总/并列/递进）,chinese,语文,elementary,4,cn,阅读理解,data/kp/chinese/chn-e-text-structure.json,2,2,0,False,,389,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
chn-e-tone-marks,声调与标调规则,chinese,语文,elementary,1,cn,拼音,data/kp/chinese/chn-e-tone-marks.json,2,2,0,False,,389,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
chn-e-vocabulary-expansion,词语积累与运用,chinese,语文,elementary,2,cn,识字与写字,data/kp/chinese/chn-e-vocabulary-expansion.json,3,3,0,False,语文园地,389,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
chn-e-whole-book-reading,整本书阅读,chinese,语文,elementary,3-9,cn,阅读理解,data/kp/chinese/chn-e-whole-book-reading.json,3,3,0,False,2022课标拓展型学习任务群,389,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
chn-e-word-formation,词语构成（合成词、叠词、ABB/AABB）,chinese,语文,elementary,2,cn,词语积累,data/kp/chinese/chn-e-word-formation.json,3,3,0,False,,389,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
chn-e-writing-methods,表达方法（叙述/描写/说明/议论/抒情）,chinese,语文,elementary,5,cn,阅读理解,data/kp/chinese/chn-e-writing-methods.json,2,2,0,False,,389,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
chn-h-advanced-composition,高级写作技巧,chinese,语文,high,11,cn,写作,data/kp/chinese/chn-h-advanced-composition.json,3,3,0,False,,396,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
chn-h-argumentative-essay,议论文写作,chinese,语文,high,10,cn,写作,data/kp/chinese/chn-h-argumentative-essay.json,3,3,0,False,写作专题,396,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
chn-h-classical-comprehensive,文言文综合鉴赏,chinese,语文,high,12,cn,古诗文阅读,data/kp/chinese/chn-h-classical-comprehensive.json,3,3,0,False,,396,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
chn-h-classical-function-words,文言虚词,chinese,语文,high,10,cn,古诗文阅读,data/kp/chinese/chn-h-classical-function-words.json,3,3,0,False,,396,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
chn-h-classical-grammar-h,文言句式与语法,chinese,语文,high,10,cn,古诗文阅读,data/kp/chinese/chn-h-classical-grammar-h.json,3,3,0,False,,396,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
chn-h-classical-prose-advanced,古文经典精读,chinese,语文,high,11,cn,古诗文阅读,data/kp/chinese/chn-h-classical-prose-advanced.json,3,3,0,False,,396,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
chn-h-classical-translation-h,文言文翻译,chinese,语文,high,11,cn,古诗文阅读,data/kp/chinese/chn-h-classical-translation-h.json,3,3,0,False,,396,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
chn-h-classical-vocab-h,文言实词,chinese,语文,high,10,cn,古诗文阅读,data/kp/chinese/chn-h-classical-vocab-h.json,3,3,0,False,,396,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
chn-h-countryside-china,《乡土中国》（学术论著阅读）,chinese,语文,high,10,cn,整本书阅读,data/kp/chinese/chn-h-countryside-china.json,4,4,0,False,,396,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
chn-h-essay-structure-h,作文审题立意与结构,chinese,语文,high,10,cn,写作,data/kp/chinese/chn-h-essay-structure-h.json,3,3,0,False,,396,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
chn-h-foreign-classics,外国文学经典,chinese,语文,high,12,cn,整本书阅读,data/kp/chinese/chn-h-foreign-classics.json,3,3,0,False,,396,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
chn-h-gaokao-essay,高考作文综合训练,chinese,语文,high,12,cn,写作,data/kp/chinese/chn-h-gaokao-essay.json,4,4,0,False,,396,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
chn-h-idiom-usage-h,成语辨析与运用,chinese,语文,high,10,cn,语言文字运用,data/kp/chinese/chn-h-idiom-usage-h.json,3,3,0,False,,396,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
chn-h-info-reading,实用类文本（论述类/信息类）,chinese,语文,high,10,cn,现代文阅读,data/kp/chinese/chn-h-info-reading.json,2,2,0,False,,396,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
chn-h-language-expression-h,语言表达简明连贯得体,chinese,语文,high,11,cn,语言文字运用,data/kp/chinese/chn-h-language-expression-h.json,3,3,0,False,,396,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
chn-h-literary-deep-analysis,文学类深度鉴赏,chinese,语文,high,11,cn,现代文阅读,data/kp/chinese/chn-h-literary-deep-analysis.json,3,3,0,False,,396,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
chn-h-literary-reading-h,文学类文本阅读,chinese,语文,high,10,cn,现代文阅读,data/kp/chinese/chn-h-literary-reading-h.json,3,3,0,False,,396,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
chn-h-poetry-comparison-h,古诗词比较阅读,chinese,语文,high,12,cn,古诗文阅读,data/kp/chinese/chn-h-poetry-comparison-h.json,3,3,0,False,,396,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
chn-h-poetry-emotion,古诗词情感主旨,chinese,语文,high,11,cn,古诗文阅读,data/kp/chinese/chn-h-poetry-emotion.json,2,2,0,False,,396,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
chn-h-poetry-expression-h,古诗词表现手法,chinese,语文,high,10,cn,古诗文阅读,data/kp/chinese/chn-h-poetry-expression-h.json,3,3,0,False,,396,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
chn-h-poetry-imagery-h,古诗词意象与意境,chinese,语文,high,10,cn,古诗文阅读,data/kp/chinese/chn-h-poetry-imagery-h.json,3,3,0,False,古诗词单元,396,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
chn-h-practical-reading,非连续性实用文本,chinese,语文,high,10,cn,现代文阅读,data/kp/chinese/chn-h-practical-reading.json,3,3,0,False,,396,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
chn-h-red-chamber,《红楼梦》（长篇小说阅读）,chinese,语文,high,11,cn,整本书阅读,data/kp/chinese/chn-h-red-chamber.json,4,4,0,False,,396,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
chn-h-sentence-revision-h,病句修改与句式变换,chinese,语文,high,10,cn,语言文字运用,data/kp/chinese/chn-h-sentence-revision-h.json,2,2,0,False,,396,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
chn-h-task-driven-writing,任务驱动型作文,chinese,语文,high,11,cn,写作,data/kp/chinese/chn-h-task-driven-writing.json,3,3,0,False,,396,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
chn-m-argumentative-reading,议论文阅读,chinese,语文,middle,8,cn,现代文阅读,data/kp/chinese/chn-m-argumentative-reading.json,3,3,0,False,,389,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
chn-m-argumentative-writing-m,议论文写作,chinese,语文,middle,8,cn,写作,data/kp/chinese/chn-m-argumentative-writing-m.json,3,3,0,False,写作专题,389,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
chn-m-classical-appreciation,文言文综合鉴赏,chinese,语文,middle,9,cn,古诗文阅读,data/kp/chinese/chn-m-classical-appreciation.json,3,3,0,False,,389,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
chn-m-classical-prose,经典文言文精读,chinese,语文,middle,8,cn,古诗文阅读,data/kp/chinese/chn-m-classical-prose.json,3,3,0,False,,389,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
chn-m-classical-sentences,文言特殊句式,chinese,语文,middle,8,cn,古诗文阅读,data/kp/chinese/chn-m-classical-sentences.json,2,2,0,False,,389,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
chn-m-classical-translation,文言文翻译,chinese,语文,middle,8,cn,古诗文阅读,data/kp/chinese/chn-m-classical-translation.json,2,2,0,False,,389,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
chn-m-classical-words,文言实词与虚词,chinese,语文,middle,7,cn,古诗文阅读,data/kp/chinese/chn-m-classical-words.json,2,2,0,False,,389,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
chn-m-comprehensive-language,综合性语言运用,chinese,语文,middle,9,cn,语言文字运用,data/kp/chinese/chn-m-comprehensive-language.json,3,3,0,False,,389,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
chn-m-descriptive-writing,描写方法与细节,chinese,语文,middle,7,cn,写作,data/kp/chinese/chn-m-descriptive-writing.json,3,3,0,False,,389,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
chn-m-dream-red-mansions,《红楼梦》选读,chinese,语文,middle,9,cn,整本书阅读与名著导读,data/kp/chinese/chn-m-dream-red-mansions.json,3,3,0,False,,389,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
chn-m-erta-essay-collection,散文杂文集,chinese,语文,middle,9,cn,整本书阅读与名著导读,data/kp/chinese/chn-m-erta-essay-collection.json,3,3,0,False,,389,True,2,2,0,0,False,False,4,missing_curriculum_md_raw;missing_teaching_methods;missing_extensions;real_world<1,
